Unnamed: 0,productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,sinr0,sinr1,sinr2,sinr3,rsrq,rsrq1,rsrq2,rsrq3,rssi,rssi0,rssi1,rssi2,rssi3,distance
124680,CPE12300,21140007371,7/14/22 16:00,124680,CPE12300XG,1.001E+12,192.168.203.33,1467655,1,17.8,-105.2,-106.3,0,0,8.7,5,0,0,-14.1,-13.8,0,0,-76,-71.2,-72.6,0,0,488
124679,CPE12000SG,TLR001052912,7/14/22 16:00,124679,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
124678,CPE12000SG,TLR001024016,7/14/22 16:00,124678,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
124677,CPE12000SG,TLR001052247,7/14/22 16:00,124677,WLTGG-122,1.001E+12,192.168.203.28,6215564,2,4.2,-90,-88.8,-92.2,-94.2,9,8.8,6.7,6.3,-10.7,-10.9,-11.8,-11.9,-58,,,,,78
124676,CPE12000SG,TLR001048674,7/14/22 16:00,124676,WLTGG-122,1.001E+12,192.168.203.11,6215563,1,8.8,-96.9,-98.9,-103.1,-103.9,9.4,6.3,1.9,4.4,-10.6,-11.7,-13.2,-11.6,-67,,,,,78
124675,CPE12000SG,TLR001024707,7/14/22 16:00,124675,WLTGG-122,1.001E+12,192.168.203.17,731457,1,-999999,-107.3,-103.4,-101.1,-110.9,16.9,17.7,17.1,12.3,-9.1,-9.4,-9.5,-9.8,-72,,,,,371
124674,CPE12000SG,TLR001052770,7/14/22 16:00,124674,WLTGG-122,1.001E+12,192.168.203.43,5976051,2,23,-110.3,-100.5,-100.7,-101.7,-1.8,6.5,4,5.6,-17.2,-11.9,-13.5,-12.7,-67,,,,,605
124673,CPE12000SG,TLR001052550,7/14/22 16:00,124673,WLTGG-122,1.001E+12,192.168.203.35,168053,2,13.9,-103.6,-101.1,-101.1,-103.8,2.2,0.5,5.8,4.6,-14.8,-15.4,-12.4,-12.7,-66,,,,,488
124672,CPE12000SG,TLR001052427,7/14/22 16:00,124672,WLTGG-122,1.001E+12,192.168.203.42,144005,2,-999999,-99.5,-100.9,-106.7,-106,11.7,8.7,6.8,9.5,-10.1,-11.1,-11.7,-10.3,-71,,,,,488
124671,CPE12000SG,TLR001052985,7/14/22 16:00,124671,WLTGG-122,1.001E+12,192.168.203.38,249592,1,-999999,-104.3,-105.4,-102.1,-101.1,17.1,16.1,16.9,19.7,-9.2,-8.8,-9.1,-9.1,-72,,,,,195
124670,CPE12000SG,TLR001052687,7/14/22 16:00,124670,WLTGG-122,1.001E+12,192.168.203.34,6210042,1,-999999,-94.1,-93.1,-94.2,-94.3,15.2,13.8,12.4,16.1,-9.3,-9.2,-9.6,-9.3,-64,,,,,371
124669,CPE12000SG,TLR001023697,7/14/22 16:00,124669,WLTGG-122,1.001E+12,192.168.203.10,6186888,2,-999999,-99.1,-97.2,-102.3,-104,10.5,11.2,5,5.4,-10.7,-10.4,-12.9,-12.9,-67,,,,,605
124668,CPE12000SG,TLR001061822,7/14/22 16:00,124668,WLTGG-122,1.001E+12,192.168.203.36,245740,2,-0.8,-81.8,-80.7,-82.5,-85.3,13.1,12.8,12.4,11.7,-9.9,-10.1,-10.2,-10.2,-50,,,,,781
124717,CPE9000,GMK180819003927,7/14/22 17:00,124717,WLTMS-110,1.001E+12,192.168.203.31,,2,,,,,,,,,,,,,,,,,,,605
124742,CPE12000SG,TLR001023730,7/14/22 17:00,124742,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
124741,CPE12300,21140000512,7/14/22 17:00,124741,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
124740,CPE12000SG,TLR001052745,7/14/22 17:00,124740,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
124739,CPE12000SG,TLR001023657,7/14/22 17:00,124739,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
124738,CPE12000SG,TLR001024874,7/14/22 17:00,124738,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
124737,CPE12000SG,TLR001025025,7/14/22 17:00,124737,WLTGG-122,1.001E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
124736,CPE12000SG,TLR001052382,7/14/22 17:00,124736,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
124735,CPE12000SG,TLR001052332,7/14/22 17:00,124735,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
124734,CPE12000SG,TLR001024748,7/14/22 17:00,124734,WLTGG-122,1.001E+12,192.168.203.12,25554,2,23,-113.4,-110.8,-110.4,-111.4,6,11.1,10,9.1,-11.9,-10.2,-10.3,-10.6,-79,,,,,605
124733,CPE12000SG,TLR001052983,7/14/22 17:00,124733,WLTGG-122,1.001E+12,192.168.203.27,334684,1,13.5,-86.6,-87.5,-87.9,-85.9,18,14.8,15.4,17.9,-12.8,-11.4,-12.4,-12.1,-53,,,,,195
124732,CPE12000SG,TLR001052293,7/14/22 17:00,124732,WLTGG-122,1.001E+12,192.168.203.40,2502358,2,-999999,-85,-83,-82.4,-85.5,7.7,8.5,13,12.2,-10.1,-10.3,-10.1,-10,-51,,,,,605
124731,CPE12000SG,TLR001061848,7/14/22 17:00,124731,WLTGG-122,1.001E+12,192.168.203.37,5608301,2,-999999,-82.7,-80.3,-78.1,-78.4,6.3,5.9,6.5,7.2,-10.4,-10.6,-10.5,-10.1,-48,,,,,605
124730,CPE12000SG,TLR001024707,7/14/22 17:00,124730,WLTGG-122,1.001E+12,192.168.203.17,735055,1,-999999,-108,-104.3,-101.5,-110.4,15.7,17.3,16.4,10.9,-9.6,-9.6,-9.7,-10.1,-68,,,,,195
124729,CPE12300,21140003126,7/14/22 17:00,124729,CPE12300HG,1.001E+12,192.168.203.44,1471215,1,11.8,-102.5,-107.4,-102.3,-103.3,19.9,17.1,20.7,20.1,-9,-9.2,-9,-9.1,-73,-73.5,-78.4,-73.5,-74.3,371
124728,CPE12000SG,TLR001052820,7/14/22 17:00,124728,WLTGG-122,1.001E+12,192.168.203.46,6190491,2,10.9,-99.9,-95.8,-92.1,-94,3.8,9.1,8.2,9.3,-14.4,-13.8,-13.6,-14.3,-59,,,,,371
124727,CPE12000SG,TLR001023930,7/14/22 17:00,124727,WLTGG-122,1.001E+12,192.168.203.18,6213641,2,10.4,-99.4,-98.4,-98.3,-100.1,3.7,3.3,3.2,5.2,-13.8,-14.2,-14,-12.4,-65,,,,,488
124726,CPE12000SG,TLR001052354,7/14/22 17:00,124726,WLTGG-122,1.001E+12,192.168.203.22,6190488,3,11.4,-96.9,-97.1,-96.7,-95.1,15.3,12.3,11.3,14.4,-10,-10.1,-10.1,-9.8,-66,,,,,605
124725,CPE12300,21140007371,7/14/22 17:00,124725,CPE12300XG,1.001E+12,192.168.203.33,1471256,1,13.9,-105.4,-106.5,0,0,8.5,4.7,0,0,-9.9,-10.8,0,0,-74,-75.7,-75.8,0,0,488
124724,CPE12000SG,TLR001052281,7/14/22 17:00,124724,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,195
124723,CPE12000SG,TLR001021226,7/14/22 17:00,124723,WLTGG-122,1.001E+12,192.168.203.13,600108,2,19.2,-118.3,-116.2,-112.9,-113.2,7.4,7.9,9.3,8.4,-10.7,-10.8,-10.3,-10.4,-80,,,,,605
124722,CPE12000SG,TLR001052427,7/14/22 17:00,124722,WLTGG-122,1.001E+12,192.168.203.42,147606,2,13.1,-101.8,-103,-107.6,-109.3,11,10.5,3.9,7,-10.2,-10.4,-12.8,-11,-72,,,,,605
124721,CPE12000SG,TLR001052420,7/14/22 17:00,124721,WLTGG-122,1.001E+12,192.168.203.23,844797,1,13.2,-107.7,-101,-105,-102.9,0.5,4.2,5.1,5.8,-15.6,-13,-12.1,-11.9,-66,,,,,605
124720,CPE12000SG,TLR001024549,7/14/22 17:00,124720,WLTGG-122,1.001E+12,192.168.203.19,6219163,1,4.3,-90.7,-93.1,-90.2,-96.6,11.8,10.6,13,9.9,-10,-10.3,-9.6,-10,-61,,,,,195
124719,CPE12000SG,TLR001062295,7/14/22 17:00,124719,WLTGG-122,1.001E+12,192.168.203.26,6190490,3,-999999,-98.2,-98.3,-98.4,-96.8,8.2,7.6,7.4,13.4,-9.8,-10.2,-10,-9.7,-68,,,,,488
124743,CPE12000SG,TLR001062014,7/14/22 17:00,124743,WLTGG-122,1.001E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
124715,CPE12000SG,TLR001052247,7/14/22 17:00,124715,WLTGG-122,1.001E+12,192.168.203.28,6219164,2,-999999,-90.1,-88.9,-92.2,-94.4,9.3,9.8,7.1,6.6,-10.9,-11,-12,-11.9,-58,,,,,78
124714,CPE12000SG,TLR001048674,7/14/22 17:00,124714,WLTGG-122,1.001E+12,192.168.203.11,6219163,1,9.2,-93.1,-94.4,-97.9,-98.4,17.8,16.5,9.5,10.7,-9.4,-9.8,-10.1,-10.3,-64,,,,,78
124718,CPE12000SG,TLR001052912,7/14/22 17:00,124718,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
124713,CPE12000SG,TLR001021183,7/14/22 17:00,124713,WLTGG-122,1.001E+12,192.168.203.16,6190491,2,18.2,-112.4,-104.3,-102.8,-102.9,2.9,7.6,9.4,9.9,-14,-11.9,-11.1,-10.8,-70,,,,,605
124712,CPE12000SG,TLR001052770,7/14/22 17:00,124712,WLTGG-122,1.001E+12,192.168.203.43,5979658,2,23,-105.9,-99.2,-104.3,-102.5,4.6,8.7,1.8,4.9,-12,-10.8,-14.7,-12.6,-67,,,,,605
124711,CPE12000SG,TLR001052550,7/14/22 17:00,124711,WLTGG-122,1.001E+12,192.168.203.35,171654,2,22,-104.8,-104.9,-105.1,-106.9,3.2,-1,3.1,2.1,-13.2,-16.8,-13.9,-13.7,-69,,,,,488
124710,CPE12000SG,TLR001052985,7/14/22 17:00,124710,WLTGG-122,1.001E+12,192.168.203.38,253192,1,-999999,-105.4,-106.5,-102.8,-101,15.4,14.5,16.8,20.3,-9,-8.9,-9.3,-9,-72,,,,,371
124709,CPE12000SG,TLR001024016,7/14/22 17:00,124709,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
124708,CPE12000SG,TLR001052687,7/14/22 17:00,124708,WLTGG-122,1.001E+12,192.168.203.34,6213641,1,-999999,-94.8,-93.9,-94.2,-93.4,14.4,13.5,13.2,16.8,-9.7,-9.5,-9.7,-9.5,-64,,,,,371
124707,CPE12000SG,TLR001023697,7/14/22 17:00,124707,WLTGG-122,1.001E+12,192.168.203.10,6190489,2,-999999,-99.9,-98.5,-99.5,-104.5,11.1,10.4,8.2,7.2,-10.2,-10.3,-11.2,-11.4,-69,,,,,605
124706,CPE12000SG,TLR001061822,7/14/22 17:00,124706,WLTGG-122,1.001E+12,192.168.203.36,249341,2,-3.8,-81.2,-80.4,-82,-84.3,12.5,12.5,12.7,12.1,-10.1,-10.4,-10.2,-10.2,-50,,,,,781
124716,CPE12000SG,TLR001052312,7/14/22 17:00,124716,WLTGG-122,1.001E+12,192.168.203.24,2858485,2,12.9,-107.8,-121.7,-116.5,-105.6,10.7,-5.6,3.6,5,-9.6,-18.2,-11.9,-10.8,-76,,,,,605
124769,CPE9000,GMK180819003927,7/14/22 18:00,124769,WLTMS-110,1.001E+12,192.168.203.31,6194087,2,17,-115,-111,,,3,6,,,-11,,,,,,,,,605
124760,CPE12000SG,TLR001052427,7/14/22 18:00,124760,WLTGG-122,1.001E+12,192.168.203.42,151205,2,-999999,-101.1,-102,-111.4,-109.2,13.7,12.7,-0.9,4.8,-9.5,-10,-16.9,-12.2,-72,,,,,488
124759,CPE12000SG,TLR001052420,7/14/22 18:00,124759,WLTGG-122,1.001E+12,192.168.203.23,848397,1,17.9,-106.4,-101.1,-102.5,-101.8,1.1,3.1,4.3,4.1,-15.5,-14.6,-14.1,-14.2,-67,,,,,605
124758,CPE12000SG,TLR001024549,7/14/22 18:00,124758,WLTGG-122,1.001E+12,192.168.203.19,6222765,1,0.4,-91.8,-93.7,-91.7,-97.9,10.5,10.7,12,8.5,-10.1,-10.2,-9.6,-10.3,-62,,,,,195
124757,CPE12000SG,TLR001052312,7/14/22 18:00,124757,WLTGG-122,1.001E+12,192.168.203.24,2862084,2,14.5,-106.8,-112.4,-113.7,-108.7,12,3,0.5,10.5,-9.6,-11.7,-13.2,-9.8,-77,,,,,605
124756,CPE12000SG,TLR001052912,7/14/22 18:00,124756,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
124755,CPE12000SG,TLR001021183,7/14/22 18:00,124755,WLTGG-122,1.001E+12,192.168.203.16,6194090,2,8.8,-103.1,-103.8,-100.8,-99.5,11.5,13.6,12.8,11.7,-10.3,-10.1,-9.8,-9.9,-70,,,,,605
124754,CPE12000SG,TLR001052983,7/14/22 18:00,124754,WLTGG-122,1.001E+12,192.168.203.27,,1,,,,,,,,,,,,,,,,,,,195
124753,CPE12000SG,TLR001052247,7/14/22 18:00,124753,WLTGG-122,1.001E+12,192.168.203.28,6222763,2,3.6,-90.2,-89.5,-92.4,-94.2,2.7,2.7,0.6,0,-10.7,-11.3,-12,-12.2,-59,,,,,78
124752,CPE12000SG,TLR001048674,7/14/22 18:00,124752,WLTGG-122,1.001E+12,192.168.203.11,6222763,1,15.9,-95.2,-99.4,-99.3,-97.2,13.5,7.9,8.2,12.1,-9.7,-11.1,-10.3,-9.4,-62,,,,,78
124751,CPE12000SG,TLR001052985,7/14/22 18:00,124751,WLTGG-122,1.001E+12,192.168.203.38,,1,,,,,,,,,,,,,,,,,,,371
124750,CPE12000SG,TLR001052770,7/14/22 18:00,124750,WLTGG-122,1.001E+12,192.168.203.43,5983255,2,23,-109.3,-100.7,-98.1,-99,-1.2,5.6,5.7,5.4,-15.9,-12.1,-11.9,-11.9,-66,,,,,605
124749,CPE12000SG,TLR001052550,7/14/22 18:00,124749,WLTGG-122,1.001E+12,192.168.203.35,175254,2,22,-103.3,-101.6,-101.1,-105.5,-8.5,-9.7,-3,-7.7,-17,-21.6,-15.6,-16.8,-66,,,,,488
124748,CPE12000SG,TLR001024707,7/14/22 18:00,124748,WLTGG-122,1.001E+12,192.168.203.17,738660,1,-999999,-109.9,-105.7,-103.1,-110,14.8,14.2,14.8,11.6,-9.5,-10,-9.8,-9.6,-74,,,,,371
124747,CPE12000SG,TLR001023930,7/14/22 18:00,124747,WLTGG-122,1.001E+12,192.168.203.18,6217241,2,18.9,-99,-96.7,-100,-102.7,-4.7,-4.1,-6.5,-8.9,-17.1,-15.8,-19.3,-16.8,-62,,,,,488
124746,CPE12000SG,TLR001052687,7/14/22 18:00,124746,WLTGG-122,1.001E+12,192.168.203.34,6217242,1,8.3,-95.2,-93,-93.8,-92.7,14.1,13.6,12.6,16.1,-9.6,-9.5,-9.7,-9.5,-63,,,,,371
124745,CPE12000SG,TLR001023697,7/14/22 18:00,124745,WLTGG-122,1.001E+12,192.168.203.10,6194088,2,-999999,-99.4,-98.5,-102.5,-106.8,11.3,11,6.4,6.4,-10.3,-10.5,-11.8,-11.9,-68,,,,,605
124744,CPE12000SG,TLR001061822,7/14/22 18:00,124744,WLTGG-122,1.001E+12,192.168.203.36,252940,2,0.7,-81.7,-81.7,-82.4,-84.8,12.9,12.5,12.6,11.9,-10,-10.3,-10.2,-10,-51,,,,,781
124762,CPE12300,21140007371,7/14/22 18:00,124762,CPE12300XG,1.001E+12,192.168.203.33,1474855,1,12.8,-106.2,-104.4,0,0,7.3,6.5,0,0,-10.1,-10.3,0,0,-71,-72.8,-74.3,0,0,488
124763,CPE12000SG,TLR001061848,7/14/22 18:00,124763,WLTGG-122,1.001E+12,192.168.203.37,5611901,2,-999999,-83.4,-81.6,-78.4,-78.6,3.5,3.4,4.2,4.4,-11.3,-11.6,-11.4,-11.1,-48,,,,,605
124764,CPE12000SG,TLR001052354,7/14/22 18:00,124764,WLTGG-122,1.001E+12,192.168.203.22,6194088,3,15.2,-97.4,-97.6,-97.6,-97.3,11.7,9.2,5.8,9.6,-10,-10,-11.7,-10.3,-67,,,,,605
124765,CPE12000SG,TLR001062295,7/14/22 18:00,124765,WLTGG-122,1.001E+12,192.168.203.26,6194089,3,-999999,-97.6,-97.6,-99.3,-100.1,14.7,10.5,5.9,9,-9.3,-10.1,-11.1,-10.7,-70,,,,,488
124766,CPE12000SG,TLR001052820,7/14/22 18:00,124766,WLTGG-122,1.001E+12,192.168.203.46,6194089,2,-999999,-93.6,-92.3,-93.5,-95.1,11.8,13.5,6.3,6.4,-10.4,-10.1,-12.2,-11.8,-61,,,,,371
124767,CPE12300,21140003126,7/14/22 18:00,124767,CPE12300HG,1.001E+12,192.168.203.44,1474815,1,16.9,-100.9,-103.9,-103.8,-104.5,19.8,19,17.6,17.5,-9,-9,-9.3,-9.3,-68,-71.8,-74.9,-74.5,-75.1,371
124768,CPE12000SG,TLR001021226,7/14/22 18:00,124768,WLTGG-122,1.001E+12,192.168.203.13,603705,2,16.9,-113.9,-116.1,-112.1,-108.8,8,2,8.8,7.3,-10.2,-12.7,-10.1,-10.5,-79,,,,,605
124770,CPE12000SG,TLR001052293,7/14/22 18:00,124770,WLTGG-122,1.001E+12,192.168.203.40,2505958,2,-999999,-82.7,-82.1,-82.2,-84.7,12.2,12,12.5,12.1,-10.1,-10.2,-10.2,-10,-52,,,,,605
124771,CPE12000SG,TLR001052281,7/14/22 18:00,124771,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,195
124772,CPE12000SG,TLR001024748,7/14/22 18:00,124772,WLTGG-122,1.001E+12,192.168.203.12,29154,2,18.2,-113.8,-113.7,-107.2,-109.5,0.4,7.2,8,6.8,-15.5,-11,-11.3,-11.6,-77,,,,,605
124773,CPE12000SG,TLR001052332,7/14/22 18:00,124773,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
124774,CPE12000SG,TLR001052382,7/14/22 18:00,124774,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
124775,CPE12000SG,TLR001025025,7/14/22 18:00,124775,WLTGG-122,1.001E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
124776,CPE12000SG,TLR001024874,7/14/22 18:00,124776,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
124761,CPE12000SG,TLR001024016,7/14/22 18:00,124761,WLTGG-122,1.001E+12,192.168.203.20,,1,,,,,,,,,,,,,,,,,,,78
124777,CPE12000SG,TLR001023657,7/14/22 18:00,124777,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
124778,CPE12000SG,TLR001052745,7/14/22 18:00,124778,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
124779,CPE12300,21140000512,7/14/22 18:00,124779,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
124780,CPE12000SG,TLR001023730,7/14/22 18:00,124780,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
124781,CPE12000SG,TLR001062014,7/14/22 18:00,124781,WLTGG-122,1.001E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
124793,CPE12000SG,TLR001052912,7/14/22 19:00,124793,WLTGG-122,1.001E+12,192.168.203.29,,3,,,,,,,,,,,,,,,,,,,488
124817,CPE12300,21140000512,7/14/22 19:00,124817,CPE12300HG,1.001E+12,192.168.203.41,,,,,,,,,,,,,,,,,,,,,
124816,CPE12000SG,TLR001052745,7/14/22 19:00,124816,WLTGG-122,1.001E+12,192.168.203.5,,,,,,,,,,,,,,,,,,,,,
124815,CPE12000SG,TLR001023657,7/14/22 19:00,124815,WLTGG-122,1.001E+12,192.168.203.15,,,,,,,,,,,,,,,,,,,,,
124814,CPE12000SG,TLR001024874,7/14/22 19:00,124814,WLTGG-122,1.001E+12,192.168.203.45,,,,,,,,,,,,,,,,,,,,,
124792,CPE12000SG,TLR001021183,7/14/22 19:00,124792,WLTGG-122,1.001E+12,192.168.203.16,6197690,2,11.9,-108.2,-104,-102.3,-100.2,5.7,9.8,11.1,9.5,-12.1,-10.9,-10.4,-10.5,-73,,,,,605
124813,CPE12000SG,TLR001025025,7/14/22 19:00,124813,WLTGG-122,1.001E+12,192.168.203.14,,,,,,,,,,,,,,,,,,,,,
124812,CPE12000SG,TLR001024016,7/14/22 19:00,124812,WLTGG-122,1.001E+12,192.168.203.20,,,,,,,,,,,,,,,,,,,,,
124811,CPE12000SG,TLR001052382,7/14/22 19:00,124811,WLTGG-122,1.001E+12,192.168.203.30,,,,,,,,,,,,,,,,,,,,,
124810,CPE12000SG,TLR001052332,7/14/22 19:00,124810,WLTGG-122,1.001E+12,192.168.203.32,,1,,,,,,,,,,,,,,,,,,,605
124809,CPE12000SG,TLR001024748,7/14/22 19:00,124809,WLTGG-122,1.001E+12,192.168.203.12,32755,2,-999999,-114.6,-110.3,-113.3,-114.3,10.2,5,11.3,7.4,-10.8,-12.5,-10,-10.9,-78,,,,,605
124808,CPE12000SG,TLR001052281,7/14/22 19:00,124808,WLTGG-122,1.001E+12,192.168.203.25,,1,,,,,,,,,,,,,,,,,,,195
124807,CPE12000SG,TLR001052293,7/14/22 19:00,124807,WLTGG-122,1.001E+12,192.168.203.40,2509562,2,3.5,-82.6,-81.4,-81.1,-84.5,8.9,8.9,8.7,9.1,-10.1,-10.3,-10.1,-10.1,-51,,,,,605
124806,CPE9000,GMK180819003927,7/14/22 19:00,124806,WLTMS-110,1.001E+12,192.168.203.31,6197682,2,18,-118,-116,,,1,3,,,-12,,,,,,,,,605
124805,CPE12000SG,TLR001023930,7/14/22 19:00,124805,WLTGG-122,1.001E+12,192.168.203.18,6220841,2,19.7,-99,-97.6,-99.7,-100.4,-5.7,-6.2,-5.2,-6,-18.5,-20,-16.5,-17.5,-64,,,,,488
124804,CPE12300,21140003126,7/14/22 19:00,124804,CPE12300HG,1.001E+12,192.168.203.44,1478416,1,10.1,-102.6,-105.9,-103.9,-103.8,19.4,18,18.1,19.4,-9.2,-9.1,-9.3,-9.3,-72,-72.8,-75.9,-73.7,-74.3,371
124803,CPE12000SG,TLR001052820,7/14/22 19:00,124803,WLTGG-122,1.001E+12,192.168.203.46,6197689,2,14,-94.7,-91.8,-91.1,-93.4,9.5,11.6,5.5,6.2,-10.8,-10.4,-12.4,-11.9,-60,,,,,371
124802,CPE12000SG,TLR001062295,7/14/22 19:00,124802,WLTGG-122,1.001E+12,192.168.203.26,6197689,3,-999999,-98.4,-97.8,-97.3,-97.4,14.9,10,5.7,10.2,-9.4,-9.9,-10.9,-10.3,-66,,,,,488
124801,CPE12000SG,TLR001052354,7/14/22 19:00,124801,WLTGG-122,1.001E+12,192.168.203.22,6197688,3,12.6,-98.1,-96.4,-96.9,-94.6,12.1,11.8,6.7,11.4,-10,-9.9,-10.8,-10.1,-65,,,,,605
124800,CPE12000SG,TLR001061848,7/14/22 19:00,124800,WLTGG-122,1.001E+12,192.168.203.37,5615501,2,-999999,-83.8,-82.3,-78.2,-78.9,9.9,9.6,5.5,7,-10.4,-10.7,-10.9,-10.3,-48,,,,,605
124799,CPE12300,21140007371,7/14/22 19:00,124799,CPE12300XG,1.001E+12,192.168.203.33,1478459,1,10.1,-104.7,-104.4,0,0,8.5,5.2,0,0,-10,-10.8,0,0,-72,-73.9,-73.1,0,0,488
124798,CPE12000SG,TLR001052985,7/14/22 19:00,124798,WLTGG-122,1.001E+12,192.168.203.38,260406,1,10.9,-103.4,-104.3,-103.8,-101.1,17.7,17,17.2,20.2,-9,-9,-9.1,-9,-73,,,,,371
124797,CPE12000SG,TLR001052427,7/14/22 19:00,124797,WLTGG-122,1.001E+12,192.168.203.42,154805,2,-999999,-100.7,-100.8,-108.9,-108.8,4.9,3.7,-7.2,-1.8,-10.7,-11.2,-19,-14.9,-70,,,,,488
124796,CPE12000SG,TLR001052420,7/14/22 19:00,124796,WLTGG-122,1.001E+12,192.168.203.23,851999,1,22,-105.2,-100.3,-103.4,-102.5,3.1,4.4,6.7,6.5,-14,-13.3,-11.7,-11.8,-66,,,,,605
124795,CPE12000SG,TLR001024549,7/14/22 19:00,124795,WLTGG-122,1.001E+12,192.168.203.19,6226365,1,5.4,-91.8,-92.8,-90.4,-98,11.5,10.2,13.3,8.4,-13.3,-13.3,-12.8,-13.6,-60,,,,,195
124794,CPE12000SG,TLR001021226,7/14/22 19:00,124794,WLTGG-122,1.001E+12,192.168.203.13,607305,2,13.9,-110.9,-115.8,-113.8,-113.9,7.2,2.8,8.4,7.8,-10.1,-11.6,-10.2,-10.2,-83,,,,,605
124791,CPE12000SG,TLR001052983,7/14/22 19:00,124791,WLTGG-122,1.001E+12,192.168.203.27,341878,1,2.1,-87.2,-88.8,-87.4,-86,17.4,13.6,15.7,17.6,-12.9,-13,-12.9,-13,-53,,,,,195
124790,CPE12000SG,TLR001052247,7/14/22 19:00,124790,WLTGG-122,1.001E+12,192.168.203.28,6226363,2,-999999,-90.8,-89.5,-92.4,-94.8,0.1,0.9,-0.4,0,-12.8,-13.6,-16.3,-16.2,-57,,,,,78
124789,CPE12000SG,TLR001048674,7/14/22 19:00,124789,WLTGG-122,1.001E+12,192.168.203.11,6226364,1,2.9,-95.6,-98.2,-104.7,-102.6,13.6,8.7,3.1,7.2,-11.6,-12.9,-14.4,-13,-62,,,,,78
124788,CPE12000SG,TLR001052770,7/14/22 19:00,124788,WLTGG-122,1.001E+12,192.168.203.43,,2,,,,,,,,,,,,,,,,,,,605
124787,CPE12000SG,TLR001052550,7/14/22 19:00,124787,WLTGG-122,1.001E+12,192.168.203.35,178856,2,13.9,-103.6,-102,-103.9,-105.6,-0.4,-2.5,-2,-1.1,-12.6,-14.7,-14.2,-13,-68,,,,,488
124786,CPE12000SG,TLR001052312,7/14/22 19:00,124786,WLTGG-122,1.001E+12,192.168.203.24,2865683,2,20.9,-109.3,-112.9,-118.8,-112.5,12.7,4.3,0,9.3,-9.7,-11.1,-14.1,-10.1,-80,,,,,605
124785,CPE12000SG,TLR001024707,7/14/22 19:00,124785,WLTGG-122,1.001E+12,192.168.203.17,,1,,,,,,,,,,,,,,,,,,,195
124784,CPE12000SG,TLR001052687,7/14/22 19:00,124784,WLTGG-122,1.001E+12,192.168.203.34,6220841,1,17.2,-93.2,-91.9,-93.8,-93.5,16.6,14.5,11.2,14.4,-9.5,-9.1,-9.6,-9.5,-59,,,,,371
124783,CPE12000SG,TLR001023697,7/14/22 19:00,124783,WLTGG-122,1.001E+12,192.168.203.10,6197689,2,10.9,-99.7,-97.6,-99.5,-103.5,9.8,9.4,7.4,7.3,-10.5,-10.9,-11.7,-11.4,-66,,,,,605
124782,CPE12000SG,TLR001061822,7/14/22 19:00,124782,WLTGG-122,1.001E+12,192.168.203.36,256539,2,0.8,-82.1,-81.1,-82.8,-85.1,11.7,11.6,11.4,11.7,-10.1,-10.3,-10.3,-10.1,-50,,,,,781
124818,CPE12000SG,TLR001023730,7/14/22 19:00,124818,WLTGG-122,1.001E+12,192.168.203.21,,,,,,,,,,,,,,,,,,,,,
124819,CPE12000SG,TLR001062014,7/14/22 19:00,124819,WLTGG-122,1.001E+12,192.168.203.39,,,,,,,,,,,,,,,,,,,,,
