productclass,serial,coll_time_round,result_id,model,imsi,ue_wan_ip,ue_up_time,serving_enb_id,tx_power,rsrp0,rsrp1,rsrp2,rsrp3,mean_AvgRsrp,sinr0,sinr1,sinr2,sinr3,mean_AvgSinr,rsrq,rsrq1,rsrq2,rsrq3,mean_AvgRsrq,rssi,rssi0,rssi1,rssi2,rssi3,mean_AvgRssi,distance
CPE12000SG,TLR001023730,9/12/2022 10:00,178752,WLTGG-122,1000000000000.0,192.168.203.21,125730,1.0,9.2,-114.8,-114.4,-113.5,-115.6,-114.575,12.0,12.6,12.5,12.0,12.275,-14.0,-13.1,-13.1,-13.2,-13.35,-81.0,,,,,-81.0,195.0
CPE12000SG,TLR001052247,9/12/2022 10:00,178745,WLTGG-122,1000000000000.0,192.168.203.28,11377964,2.0,-999999.0,-92.6,-91.0,-93.6,-96.9,-93.525,19.8,19.9,18.0,17.5,18.8,-9.1,-9.5,-9.5,-9.4,-9.375,-60.0,,,,,-60.0,78.0
CPE12300,21140003126,9/12/2022 10:00,178742,CPE12300HG,1000000000000.0,192.168.203.44,1536427,2.0,17.9,-120.9,-124.7,-124.2,-121.3,-122.775,5.2,0.7,3.1,6.7,3.925,-11.1,-13.4,-13.3,-11.1,-12.225,-89.0,-90.6,-93.4,-90.9,-89.7,-90.72,371.0
CPE12000SG,TLR001052420,9/12/2022 10:00,178740,WLTGG-122,1000000000000.0,192.168.203.23,1186805,1.0,-999999.0,-99.7,-100.1,-98.3,-98.7,-99.2,20.6,20.5,20.8,22.2,21.025,-13.4,-13.7,-13.9,-13.4,-13.6,-64.0,,,,,-64.0,605.0
CPE12000SG,TLR001052985,9/12/2022 10:00,178736,WLTGG-122,1000000000000.0,192.168.203.38,2934353,1.0,-999999.0,-104.3,-108.8,-105.0,-113.3,-107.85,20.1,16.1,16.8,12.0,16.25,-13.3,-13.1,-12.6,-13.9,-13.225,-70.0,,,,,-70.0,195.0
CPE12000SG,TLR001052687,9/12/2022 10:00,178735,WLTGG-122,1000000000000.0,192.168.203.34,11372441,1.0,6.9,-96.6,-96.5,-94.5,-94.0,-95.4,20.5,18.9,20.3,25.6,21.325,-9.5,-8.4,-8.2,-9.5,-8.9,-62.0,,,,,-62.0,371.0
CPE12000SG,TLR001023930,9/12/2022 10:00,178734,WLTGG-122,1000000000000.0,192.168.203.18,11372440,2.0,7.9,-97.7,-98.7,-101.3,-99.3,-99.25,19.9,17.6,13.2,18.0,17.175,-9.8,-10.0,-10.1,-9.4,-9.825,-68.0,,,,,-68.0,488.0
CPE12000SG,TLR001062295,9/12/2022 10:00,178739,WLTGG-122,1000000000000.0,192.168.203.26,3025493,3.0,-999999.0,-96.7,-98.9,-102.8,-99.2,-99.4,23.1,20.6,16.6,19.9,20.05,-9.3,-9.2,-9.0,-9.2,-9.175,-68.0,,,,,-68.0,605.0
CPE9000,GMK180819003927,9/12/2022 10:00,178738,WLTMS-110,1000000000000.0,192.168.203.47,1534607,2.0,13.0,-106.0,-106.0,,,-106.0,13.0,14.0,,,13.5,-9.0,,,,-9.0,,,,,,,605.0
CPE12000SG,TLR001061848,9/12/2022 10:00,178737,WLTGG-122,1000000000000.0,192.168.203.37,10767101,2.0,-6.1,-81.3,-77.6,-75.9,-78.2,-78.25,18.5,21.0,22.6,19.3,20.35,-9.2,-9.6,-9.5,-9.2,-9.375,-47.0,,,,,-47.0,605.0
CPE12000SG,TLR001052312,9/12/2022 10:00,178749,WLTGG-122,1000000000000.0,192.168.203.24,137565,2.0,8.8,-112.5,-114.5,-115.4,-110.3,-113.175,14.6,13.6,11.4,13.0,13.15,-9.3,-9.6,-9.6,-9.5,-9.5,-81.0,,,,,-81.0,605.0
CPE12000SG,TLR001052293,9/12/2022 10:00,178760,WLTGG-122,1000000000000.0,192.168.203.40,5007696,2.0,1.9,-86.9,-84.5,-83.9,-85.2,-85.125,19.1,21.4,23.6,23.5,21.9,-9.3,-9.4,-9.5,-9.2,-9.35,-53.0,,,,,-53.0,605.0
CPE12000SG,TLR001061848,9/12/2022 11:00,178774,WLTGG-122,1000000000000.0,192.168.203.37,10770701,2.0,-3.1,-81.0,-77.9,-75.8,-77.4,-78.025,18.8,21.3,23.2,20.1,20.85,-9.2,-9.5,-9.5,-9.2,-9.35,-47.0,,,,,-47.0,605.0
CPE12000SG,TLR001052420,9/12/2022 11:00,178777,WLTGG-122,1000000000000.0,192.168.203.23,1190404,1.0,-999999.0,-98.6,-99.9,-97.5,-98.2,-98.55,22.8,22.1,23.0,25.1,23.25,-8.7,-8.9,-9.0,-8.7,-8.825,-69.0,,,,,-69.0,605.0
CPE12000SG,TLR001062295,9/12/2022 11:00,178776,WLTGG-122,1000000000000.0,192.168.203.26,3029093,3.0,-999999.0,-97.0,-100.9,-101.4,-100.5,-99.95,20.9,19.7,17.3,18.0,18.975,-9.3,-9.2,-9.5,-9.6,-9.4,-68.0,,,,,-68.0,605.0
CPE9000,GMK180819003927,9/12/2022 11:00,178775,WLTMS-110,1000000000000.0,192.168.203.47,1538207,2.0,9.0,-104.0,-103.0,,,-103.5,14.0,14.0,,,14.0,-12.0,,,,-12.0,,,,,,,605.0
CPE12000SG,TLR001052985,9/12/2022 11:00,178773,WLTGG-122,1000000000000.0,192.168.203.38,2937953,1.0,-999999.0,-104.1,-109.6,-103.3,-112.3,-107.325,20.8,15.6,17.8,12.6,16.7,-9.2,-9.5,-9.3,-10.3,-9.575,-74.0,,,,,-74.0,195.0
CPE12000SG,TLR001052820,9/12/2022 11:00,178794,WLTGG-122,1000000000000.0,192.168.203.46,3026343,2.0,8.7,-96.2,-93.1,-91.9,-94.1,-93.825,12.8,16.6,16.7,14.8,15.225,-10.1,-9.9,-9.7,-9.7,-9.85,-62.0,,,,,-62.0,371.0
CPE12000SG,TLR001021226,9/12/2022 11:00,178790,WLTGG-122,1000000000000.0,192.168.203.13,5762505,2.0,10.4,-112.2,-112.5,-118.8,-114.8,-114.575,15.8,14.2,8.4,13.0,12.85,-12.7,-13.1,-13.2,-12.8,-12.95,-83.0,,,,,-83.0,605.0
CPE12000SG,TLR001024707,9/12/2022 11:00,178791,WLTGG-122,1000000000000.0,192.168.203.17,5897455,1.0,-999999.0,-103.6,-101.1,-101.8,-107.5,-103.5,22.6,24.8,21.0,16.6,21.25,-8.8,-9.0,-9.0,-9.3,-9.025,-72.0,,,,,-72.0,371.0
CPE12000SG,TLR001048674,9/12/2022 11:00,178795,WLTGG-122,1000000000000.0,192.168.203.11,11381563,1.0,-999999.0,-102.5,-101.7,-102.4,-103.4,-102.5,15.0,16.2,17.6,16.8,16.4,-8.9,-8.8,-9.8,-9.1,-9.15,-74.0,,,,,-74.0,78.0
CPE12000SG,TLR001052247,9/12/2022 11:00,178782,WLTGG-122,1000000000000.0,192.168.203.28,11381564,2.0,5.6,-92.0,-91.1,-93.5,-96.4,-93.25,20.0,19.4,17.9,17.9,18.8,-12.9,-13.1,-13.1,-13.0,-13.025,-62.0,,,,,-62.0,78.0
CPE12000SG,TLR001052550,9/12/2022 11:00,178793,WLTGG-122,1000000000000.0,192.168.203.35,2564143,2.0,-999999.0,-102.1,-97.4,-99.1,-99.7,-99.575,23.0,24.2,22.5,22.3,23.0,-9.3,-9.8,-9.6,-9.2,-9.475,-68.0,,,,,-68.0,488.0
CPE12000SG,TLR001021183,9/12/2022 11:00,178787,WLTGG-122,1000000000000.0,192.168.203.16,148165,2.0,12.9,-117.2,-113.0,-113.6,-114.7,-114.625,6.7,10.6,11.2,11.8,10.075,-13.9,-13.5,-13.3,-13.6,-13.575,-80.0,,,,,-80.0,605.0
CPE12000SG,TLR001052354,9/12/2022 11:00,178783,WLTGG-122,1000000000000.0,192.168.203.22,3029092,3.0,6.4,-98.0,-96.7,-95.2,-94.2,-96.025,18.9,19.0,22.0,26.3,21.55,-9.7,-9.2,-8.9,-9.0,-9.2,-66.0,,,,,-66.0,605.0
CPE12300,21140003126,9/12/2022 11:00,178779,CPE12300HG,1000000000000.0,192.168.203.44,1540029,2.0,23.0,-126.2,-127.3,-124.1,-122.7,-125.075,1.6,0.6,3.3,5.7,2.8,-15.2,-15.0,-15.3,-14.2,-14.925,-91.0,-91.4,-92.4,-89.8,-88.8,-90.68,371.0
CPE12000SG,TLR001052312,9/12/2022 11:00,178786,WLTGG-122,1000000000000.0,192.168.203.24,141165,2.0,13.5,-108.5,-111.4,-111.2,-106.7,-109.45,17.4,16.5,14.0,16.7,16.15,-9.4,-9.5,-9.5,-9.2,-9.4,-78.0,,,,,-78.0,605.0
CPE12000SG,TLR001023730,9/12/2022 11:00,178789,WLTGG-122,1000000000000.0,192.168.203.21,129330,1.0,7.9,-116.6,-116.2,-113.9,-114.0,-115.175,10.9,11.0,12.8,13.7,12.1,-9.8,-10.1,-9.6,-9.3,-9.7,-84.0,,,,,-84.0,195.0
CPE12000SG,TLR001052281,9/12/2022 11:00,178788,WLTGG-122,1000000000000.0,192.168.203.25,838884,1.0,-8.1,-84.1,-81.3,-82.8,-85.7,-83.475,24.6,22.2,20.6,22.9,22.575,-8.6,-9.0,-9.3,-8.6,-8.875,-52.0,,,,,-52.0,371.0
CPE12000SG,TLR001023930,9/12/2022 11:00,178771,WLTGG-122,1000000000000.0,192.168.203.18,11376040,2.0,-999999.0,-96.8,-98.2,-98.7,-98.0,-97.925,21.3,17.9,15.2,18.7,18.275,-9.4,-9.8,-9.7,-9.5,-9.6,-67.0,,,,,-67.0,488.0
CPE12000SG,TLR001023697,9/12/2022 11:00,178792,WLTGG-122,1000000000000.0,192.168.203.10,3029092,2.0,8.7,-98.5,-97.4,-97.9,-103.8,-99.4,21.9,21.4,19.3,14.5,19.275,-9.1,-9.3,-9.3,-9.1,-9.2,-68.0,,,,,-68.0,605.0
CPE12000SG,TLR001024549,9/12/2022 11:00,178801,WLTGG-122,1000000000000.0,192.168.203.19,11381563,1.0,-999999.0,-92.3,-95.9,-93.6,-95.7,-94.375,19.6,17.7,19.3,20.0,19.15,-9.0,-9.2,-9.1,-9.0,-9.075,-64.0,,,,,-64.0,195.0
CPE12000SG,TLR001061822,9/12/2022 11:00,178796,WLTGG-122,1000000000000.0,192.168.203.36,756957,2.0,-0.1,-82.7,-81.8,-83.8,-84.3,-83.15,20.0,22.3,20.8,19.7,20.7,-9.2,-9.6,-9.5,-9.3,-9.4,-53.0,,,,,-53.0,605.0
CPE12000SG,TLR001024748,9/12/2022 11:00,178800,WLTGG-122,1000000000000.0,192.168.203.12,490713,2.0,12.2,-115.5,-110.8,-111.7,-107.1,-111.275,10.8,14.5,12.1,16.9,13.575,-10.2,-9.9,-10.4,-9.5,-10.0,-74.0,,,,,-74.0,605.0
CPE12300,21140007371,9/12/2022 11:00,178799,CPE12300XG,1000000000000.0,192.168.203.33,512075,1.0,6.5,-114.9,-111.8,0.0,0.0,-113.35,10.2,9.9,0.0,0.0,10.05,-10.4,-10.2,0.0,0.0,-10.3,-82.0,-84.7,-81.9,0.0,0.0,-82.86666667,488.0
CPE12000SG,TLR001025025,9/12/2022 11:00,178784,WLTGG-122,1000000000000.0,192.168.203.14,3891402,1.0,1.9,-97.2,-97.8,-93.9,-93.4,-95.575,21.8,23.1,25.6,25.4,23.975,-8.7,-9.1,-8.7,-8.8,-8.825,-65.0,,,,,-65.0,371.0
CPE12000SG,TLR001052687,9/12/2022 11:00,178772,WLTGG-122,1000000000000.0,192.168.203.34,11376041,1.0,4.9,-96.6,-97.6,-94.6,-94.5,-95.825,20.5,17.7,20.7,25.1,21.0,-9.1,-8.4,-8.3,-9.4,-8.8,-65.0,,,,,-65.0,371.0
CPE12000SG,TLR001052293,9/12/2022 11:00,178797,WLTGG-122,1000000000000.0,192.168.203.40,5011296,2.0,-999999.0,-85.2,-82.6,-82.8,-84.4,-83.75,19.5,21.5,23.7,22.8,21.875,-9.2,-9.4,-9.4,-9.0,-9.25,-53.0,,,,,-53.0,605.0
CPE12000SG,TLR001052247,9/12/2022 12:00,178827,WLTGG-122,1000000000000.0,192.168.203.28,11385164,2.0,4.8,-91.9,-91.1,-93.7,-96.7,-93.35,8.4,8.8,5.0,4.6,6.7,-11.0,-11.2,-12.7,-12.7,-11.9,-60.0,,,,,-60.0,195.0
CPE12300,21140003126,9/12/2022 12:00,178828,CPE12300HG,1000000000000.0,192.168.203.44,356,1.0,10.8,-106.3,-111.6,-108.1,-106.1,-108.025,17.0,12.1,13.5,16.2,14.7,-9.2,-9.2,-9.2,-8.9,-9.125,-76.0,-77.3,-82.6,-79.1,-77.4,-78.48,371.0
CPE12000SG,TLR001052312,9/12/2022 12:00,178831,WLTGG-122,1000000000000.0,192.168.203.24,144765,2.0,-999999.0,-113.9,-114.6,-112.2,-114.5,-113.8,7.8,9.8,10.7,9.0,9.325,-11.2,-10.4,-10.1,-10.3,-10.5,-84.0,,,,,-84.0,605.0
CPE12000SG,TLR001062295,9/12/2022 12:00,178838,WLTGG-122,1000000000000.0,192.168.203.26,3032701,,-999999.0,-95.7,-96.9,-96.7,-98.2,-96.875,20.6,13.7,14.7,13.9,15.725,-9.4,-9.6,-9.7,-9.9,-9.65,-71.0,,,,,-71.0,
CPE12000SG,TLR001021226,9/12/2022 12:00,178812,WLTGG-122,1000000000000.0,192.168.203.13,5766104,2.0,22.0,-120.0,-114.9,-113.2,-116.4,-116.125,5.7,8.4,11.0,7.8,8.225,-12.0,-10.9,-10.6,-10.7,-11.05,-83.0,,,,,-83.0,605.0
CPE12000SG,TLR001052354,9/12/2022 12:00,178814,WLTGG-122,1000000000000.0,192.168.203.22,3032692,3.0,-999999.0,-97.6,-96.9,-96.1,-97.6,-97.05,13.2,11.6,11.4,14.1,12.575,-10.0,-9.8,-10.2,-9.8,-9.95,-66.0,,,,,-66.0,488.0
CPE12000SG,TLR001024748,9/12/2022 12:00,178820,WLTGG-122,1000000000000.0,192.168.203.12,494313,2.0,-999999.0,-108.9,-110.4,-116.4,-112.9,-112.15,15.4,11.8,3.7,8.8,9.925,-9.7,-10.0,-13.2,-10.6,-10.875,-80.0,,,,,-80.0,605.0
CPE12000SG,TLR001023697,9/12/2022 12:00,178832,WLTGG-122,1000000000000.0,192.168.203.10,3032692,2.0,-999999.0,-104.1,-102.0,-100.6,-106.2,-103.225,12.7,14.0,8.2,6.1,10.25,-10.0,-10.0,-11.2,-11.9,-10.775,-70.0,,,,,-70.0,605.0
CPE12000SG,TLR001052820,9/12/2022 12:00,178824,WLTGG-122,1000000000000.0,192.168.203.46,3029943,2.0,-999999.0,-94.2,-91.4,-95.4,-100.0,-95.25,10.3,14.8,7.5,4.1,9.175,-10.7,-10.1,-11.9,-13.5,-11.55,-62.0,,,,,-62.0,371.0
CPE12000SG,TLR001024549,9/12/2022 12:00,178826,WLTGG-122,1000000000000.0,192.168.203.19,11385163,1.0,7.7,-94.6,-95.1,-93.3,-97.4,-95.1,13.1,11.7,11.5,14.3,12.65,-9.7,-9.7,-9.9,-9.4,-9.675,-64.0,,,,,-64.0,195.0
CPE12000SG,TLR001023930,9/12/2022 12:00,178822,WLTGG-122,1000000000000.0,192.168.203.18,11379640,1.0,4.6,-99.0,-101.8,-92.4,-94.5,-96.925,7.8,4.8,14.9,13.3,10.2,-10.8,-12.2,-9.4,-9.4,-10.45,-63.0,,,,,-63.0,488.0
CPE12000SG,TLR001052550,9/12/2022 12:00,178821,WLTGG-122,1000000000000.0,192.168.203.35,2567744,2.0,6.5,-99.5,-97.8,-106.2,-108.7,-103.05,10.4,13.5,1.5,2.8,7.05,-10.6,-10.3,-14.5,-13.6,-12.25,-67.0,,,,,-67.0,488.0
CPE12000SG,TLR001048674,9/12/2022 12:00,178825,WLTGG-122,1000000000000.0,192.168.203.11,11385163,1.0,-999999.0,-102.5,-102.8,-98.3,-99.5,-100.775,8.3,7.2,11.7,11.0,9.55,-10.4,-11.0,-9.3,-9.2,-9.975,-68.0,,,,,-68.0,78.0
CPE12000SG,TLR001021183,9/12/2022 12:00,178819,WLTGG-122,1000000000000.0,192.168.203.16,151765,2.0,-999999.0,-109.6,-114.6,-111.6,-117.4,-113.3,3.4,-0.2,6.1,-0.1,2.3,-13.4,-15.9,-11.8,-15.2,-14.075,-77.0,,,,,-77.0,605.0
CPE9000,GMK180819003927,9/12/2022 12:00,178813,WLTMS-110,1000000000000.0,192.168.203.47,1541807,2.0,17.0,-107.0,-107.0,,,-107.0,4.0,3.0,,,3.5,-11.0,,,,-11.0,,,,,,,605.0
CPE12000SG,TLR001061822,9/12/2022 12:00,178808,WLTGG-122,1000000000000.0,192.168.203.36,760557,2.0,-999999.0,-83.8,-83.1,-85.8,-86.9,-84.9,12.1,12.0,11.5,10.9,11.625,-10.0,-10.3,-10.3,-10.3,-10.225,-55.0,,,,,-55.0,605.0
CPE12000SG,TLR001052293,9/12/2022 12:00,178818,WLTGG-122,1000000000000.0,192.168.203.40,5014896,2.0,-999999.0,-86.7,-85.8,-81.7,-85.3,-84.875,12.4,12.3,13.3,13.1,12.775,-10.0,-10.1,-10.1,-9.9,-10.025,-52.0,,,,,-52.0,605.0
CPE12000SG,TLR001061848,9/12/2022 12:00,178811,WLTGG-122,1000000000000.0,192.168.203.37,10774301,2.0,-999999.0,-80.9,-78.0,-76.7,-78.3,-78.475,10.6,11.3,11.2,10.6,10.925,-10.4,-10.4,-10.5,-10.5,-10.45,-46.0,,,,,-46.0,605.0
CPE12000SG,TLR001024707,9/12/2022 12:00,178816,WLTGG-122,1000000000000.0,192.168.203.17,5901055,1.0,-999999.0,-110.7,-108.1,-97.9,-106.0,-105.675,10.2,14.7,21.9,15.9,15.675,-10.4,-9.7,-9.4,-9.3,-9.7,-69.0,,,,,-69.0,371.0
CPE12000SG,TLR001052985,9/12/2022 12:00,178823,WLTGG-122,1000000000000.0,192.168.203.38,2941555,1.0,18.1,-108.8,-102.8,-103.0,-109.7,-106.075,16.9,18.7,15.1,12.4,15.775,-9.1,-9.2,-9.2,-9.5,-9.25,-70.0,,,,,-70.0,195.0
CPE12000SG,TLR001052420,9/12/2022 12:00,178815,WLTGG-122,1000000000000.0,192.168.203.23,1194004,1.0,9.4,-107.6,-103.2,-105.4,-107.0,-105.8,0.4,6.4,3.2,4.2,3.55,-15.4,-11.2,-13.0,-12.4,-13.0,-71.0,,,,,-71.0,605.0
CPE12000SG,TLR001052687,9/12/2022 12:00,178817,WLTGG-122,1000000000000.0,192.168.203.34,11379642,1.0,6.7,-98.3,-99.3,-94.1,-94.1,-96.45,10.4,6.3,11.8,13.4,10.475,-9.9,-10.6,-9.4,-9.8,-9.925,-65.0,,,,,-65.0,371.0
CPE12000SG,TLR001052312,9/12/2022 13:00,178871,WLTGG-122,1000000000000.0,192.168.203.24,148367,2.0,23.0,-119.6,-114.3,-109.5,-109.5,-113.225,6.8,11.0,11.0,13.2,10.5,-10.9,-9.7,-10.1,-9.3,-10.0,-82.0,,,,,-82.0,605.0
CPE12000SG,TLR001052354,9/12/2022 13:00,178852,WLTGG-122,1000000000000.0,192.168.203.22,3036292,3.0,-999999.0,-97.4,-98.3,-93.3,-93.7,-95.675,13.9,8.8,10.9,14.9,12.125,-10.1,-10.8,-10.3,-9.9,-10.275,-63.0,,,,,-63.0,488.0
CPE12000SG,TLR001024549,9/12/2022 13:00,178867,WLTGG-122,1000000000000.0,192.168.203.19,11388763,1.0,6.6,-94.2,-96.9,-90.9,-97.2,-94.8,9.5,7.7,11.9,10.1,9.8,-10.3,-10.9,-9.6,-9.9,-10.175,-61.0,,,,,-61.0,78.0
CPE12000SG,TLR001052820,9/12/2022 13:00,178863,WLTGG-122,1000000000000.0,192.168.203.46,3033543,2.0,13.9,-107.5,-105.6,-95.2,-100.7,-102.25,-0.5,-0.2,10.2,3.3,3.2,-16.1,-15.8,-11.0,-13.6,-14.125,-64.0,,,,,-64.0,371.0
CPE12300,21140003126,9/12/2022 13:00,178868,CPE12300HG,1000000000000.0,192.168.203.44,3956,1.0,15.2,-103.4,-108.2,-102.0,-101.8,-103.85,19.2,13.7,19.0,18.7,17.65,-9.2,-9.2,-9.0,-9.2,-9.15,-68.0,-74.3,-79.1,-73.0,-72.6,-73.4,371.0
CPE12000SG,TLR001023930,9/12/2022 13:00,178862,WLTGG-122,1000000000000.0,192.168.203.18,11383241,2.0,-999999.0,-100.7,-98.1,-94.4,-97.5,-97.675,-2.2,-0.5,1.5,2.9,0.425,-17.6,-16.4,-14.8,-13.8,-15.65,-60.0,,,,,-60.0,488.0
CPE12000SG,TLR001052247,9/12/2022 13:00,178866,WLTGG-122,1000000000000.0,192.168.203.28,11388764,2.0,6.2,-92.1,-91.6,-93.4,-95.8,-93.225,7.9,7.5,5.5,5.3,6.55,-11.0,-11.6,-12.3,-12.1,-11.75,-60.0,,,,,-60.0,195.0
CPE12300,21140007371,9/12/2022 13:00,178865,CPE12300XG,1000000000000.0,192.168.203.33,3928,1.0,6.4,-106.6,-106.0,0.0,0.0,-106.3,9.4,6.9,0.0,0.0,8.15,-10.1,-10.3,0.0,0.0,-10.2,-75.0,-76.5,-75.6,0.0,0.0,-75.7,488.0
CPE9000,GMK180819003927,9/12/2022 13:00,178864,WLTMS-110,1000000000000.0,192.168.203.47,1545408,2.0,16.0,-110.0,-112.0,,,-111.0,0.0,1.0,,,1.0,-18.0,,,,-18.0,,,,,,,605.0
CPE12000SG,TLR001021183,9/12/2022 13:00,178860,WLTGG-122,1000000000000.0,192.168.203.16,155364,2.0,13.8,-109.0,-112.2,-106.4,-109.3,-109.225,5.5,7.6,6.8,4.3,6.05,-12.4,-11.5,-11.6,-13.3,-12.2,-77.0,,,,,-77.0,605.0
CPE12000SG,TLR001052550,9/12/2022 13:00,178870,WLTGG-122,1000000000000.0,192.168.203.35,2571343,2.0,8.3,-100.2,-103.3,-99.7,-99.4,-100.65,4.9,4.0,11.9,17.1,9.475,-12.8,-13.4,-10.0,-9.0,-11.3,-67.0,,,,,-67.0,488.0
CPE12000SG,TLR001052985,9/12/2022 13:00,178859,WLTGG-122,1000000000000.0,192.168.203.38,2945154,1.0,7.8,-105.3,-102.5,-106.3,-107.8,-105.475,17.8,18.4,13.0,15.0,16.05,-9.4,-9.0,-10.0,-9.7,-9.525,-76.0,,,,,-76.0,195.0
CPE12000SG,TLR001052420,9/12/2022 13:00,178857,WLTGG-122,1000000000000.0,192.168.203.23,1197605,1.0,-999999.0,-102.7,-98.2,-99.8,-101.4,-100.525,4.0,8.0,5.8,7.9,6.425,-12.7,-10.7,-11.8,-11.0,-11.55,-68.0,,,,,-68.0,605.0
CPE12000SG,TLR001062295,9/12/2022 13:00,178847,WLTGG-122,1000000000000.0,192.168.203.26,3036293,3.0,4.2,-100.6,-104.5,-101.9,-101.0,-102.0,14.6,8.9,8.9,14.4,11.7,-9.7,-11.1,-11.0,-9.8,-10.4,-67.0,,,,,-67.0,488.0
CPE12000SG,TLR001024748,9/12/2022 13:00,178858,WLTGG-122,1000000000000.0,192.168.203.12,497913,2.0,-999999.0,-106.3,-105.3,-106.2,-107.0,-106.2,15.4,16.0,11.1,13.0,13.875,-9.6,-9.9,-10.3,-10.0,-9.95,-75.0,,,,,-75.0,605.0
CPE12000SG,TLR001023697,9/12/2022 13:00,178872,WLTGG-122,1000000000000.0,192.168.203.10,3036292,2.0,-999999.0,-99.6,-97.2,-96.0,-104.3,-99.275,7.7,9.5,9.1,5.4,7.925,-11.2,-10.8,-10.9,-12.2,-11.275,-67.0,,,,,-67.0,605.0
CPE12000SG,TLR001025025,9/12/2022 13:00,178851,WLTGG-122,1000000000000.0,192.168.203.14,3898603,1.0,8.7,-101.0,-98.9,-90.9,-93.8,-96.15,14.4,12.9,17.4,20.3,16.25,-9.3,-9.6,-9.3,-9.1,-9.325,-62.0,,,,,-62.0,371.0
CPE12000SG,TLR001061822,9/12/2022 13:00,178845,WLTGG-122,1000000000000.0,192.168.203.36,764157,2.0,-999999.0,-82.4,-81.9,-85.2,-86.5,-84.0,13.1,13.3,13.0,12.4,12.95,-9.8,-10.3,-10.3,-9.9,-10.075,-52.0,,,,,-52.0,605.0
CPE12000SG,TLR001061848,9/12/2022 13:00,178848,WLTGG-122,1000000000000.0,192.168.203.37,10777901,2.0,-999999.0,-82.4,-79.2,-76.6,-78.1,-79.075,10.4,10.8,11.4,11.1,10.925,-10.4,-10.6,-10.4,-10.2,-10.4,-46.0,,,,,-46.0,605.0
CPE12000SG,TLR001021226,9/12/2022 13:00,178849,WLTGG-122,1000000000000.0,192.168.203.13,5769705,2.0,12.9,-115.9,-116.9,-112.3,-111.0,-114.025,9.0,5.6,10.8,11.9,9.325,-10.6,-12.1,-10.0,-10.0,-10.675,-81.0,,,,,-81.0,605.0
CPE12000SG,TLR001048674,9/12/2022 13:00,178853,WLTGG-122,1000000000000.0,192.168.203.11,11388763,1.0,-999999.0,-103.3,-103.2,-97.9,-98.8,-100.8,9.4,8.7,9.7,11.2,9.75,-10.6,-10.4,-9.3,-9.1,-9.85,-70.0,,,,,-70.0,195.0
CPE12000SG,TLR001052293,9/12/2022 13:00,178856,WLTGG-122,1000000000000.0,192.168.203.40,5018496,2.0,-999999.0,-82.6,-81.1,-80.7,-83.9,-82.075,12.4,12.6,13.1,12.8,12.725,-10.1,-10.2,-10.1,-10.0,-10.1,-51.0,,,,,-51.0,605.0
CPE12000SG,TLR001052687,9/12/2022 13:00,178855,WLTGG-122,1000000000000.0,192.168.203.34,11383242,1.0,6.9,-93.9,-92.3,-98.4,-100.6,-96.3,15.0,12.5,8.4,6.8,10.675,-9.6,-9.3,-10.5,-11.0,-10.1,-63.0,,,,,-63.0,371.0
CPE12000SG,TLR001052281,9/12/2022 13:00,178861,WLTGG-122,1000000000000.0,192.168.203.25,846088,1.0,0.8,-85.4,-84.9,-82.1,-84.1,-84.125,7.0,3.4,5.8,7.9,6.025,-11.7,-13.4,-12.0,-11.2,-12.075,-50.0,,,,,-50.0,195.0
CPE12000SG,TLR001023730,9/12/2022 14:00,178907,WLTGG-122,1000000000000.0,192.168.203.21,140131,1.0,22.0,-108.7,-116.9,-112.3,-113.6,-112.875,16.3,7.1,9.8,9.5,10.675,-13.9,-14.1,-11.7,-13.0,-13.175,-77.0,,,,,-77.0,371.0
CPE9000,GMK180819003927,9/12/2022 14:00,178908,WLTMS-110,1000000000000.0,192.168.203.47,1549008,2.0,17.0,-99.0,-99.0,,,-99.0,8.0,10.0,,,9.0,-10.0,,,,-10.0,,,,,,,605.0
CPE12000SG,TLR001052312,9/12/2022 14:00,178909,WLTGG-122,1000000000000.0,192.168.203.24,151967,2.0,23.0,-118.5,-114.8,-112.6,-113.2,-114.775,7.9,8.6,6.3,8.1,7.725,-10.9,-11.2,-12.0,-10.7,-11.2,-80.0,,,,,-80.0,605.0
CPE12000SG,TLR001062295,9/12/2022 14:00,178884,WLTGG-122,1000000000000.0,192.168.203.26,3039894,3.0,17.2,-94.2,-97.6,-105.2,-98.3,-98.825,16.1,12.2,4.8,11.9,11.25,-9.4,-9.6,-11.5,-9.5,-10.0,-63.0,,,,,-63.0,488.0
CPE12000SG,TLR001024748,9/12/2022 14:00,178895,WLTGG-122,1000000000000.0,192.168.203.12,501513,2.0,-999999.0,-109.3,-115.1,-103.0,-112.3,-109.925,11.1,3.6,12.0,4.5,7.8,-10.2,-12.8,-10.2,-12.5,-11.425,-78.0,,,,,-78.0,605.0
CPE12000SG,TLR001052687,9/12/2022 14:00,178892,WLTGG-122,1000000000000.0,192.168.203.34,11386842,1.0,7.7,-92.2,-93.3,-92.8,-94.2,-93.125,16.6,13.0,13.4,13.5,14.125,-13.9,-14.2,-13.9,-13.5,-13.875,-60.0,,,,,-60.0,371.0
